CustomerKey,Name,Education,Occupation,Customer_Type
11212,"Gray, Richard",Partial College,Professional,registered
11216,"Lal, Samuel",Graduate Degree,Management,registered
11217,"Howard, Marcus",Bachelors,Management,registered
11219,"Bryant, Christian",High School,Professional,registered
11221,"Sharma, Brandon",High School,Professional,registered
11222,"Kumar, Benjamin",High School,Professional,registered
11223,"Hill, Angel",Partial College,Professional,registered
11224,"Parker, Gabrielle",Partial College,Professional,registered
11225,"Alexander, Katherine",Partial College,Professional,registered
11226,"Murphy, Jessica",Partial College,Professional,registered
11227,"Sanders, Morgan",High School,Professional,registered
11228,"Cai, Barbara",High School,Professional,registered
11229,"Gonzalez, Katelyn",High School,Professional,registered
11230,"Perry, Wyatt",High School,Professional,registered
11232,"Brooks, Grace",Partial College,Professional,registered
11236,"Peterson, Sebastian",Graduate Degree,Professional,registered
11237,"Gonzalez, Jose",Bachelors,Skilled Manual,registered
11238,"Morris, Angel",Bachelors,Skilled Manual,registered
11239,"Murphy, Alex",Bachelors,Skilled Manual,registered
11240,"Cook, Jesse",Bachelors,Skilled Manual,registered
11241,"Powell, Miguel",Bachelors,Skilled Manual,registered
11242,"Washington, Alexandria",Bachelors,Skilled Manual,registered
11243,"Walker, Cameron",Bachelors,Skilled Manual,registered
11244,"Lewis, Emma",Graduate Degree,Professional,registered
11245,"Howard, Shelby",Bachelors,Skilled Manual,registered
11246,"Lopez, Evan",Bachelors,Skilled Manual,registered
11247,"Cox, Jacqueline",Bachelors,Skilled Manual,registered
11249,"Ramos, Gary",Bachelors,Skilled Manual,registered
11250,"Chen, Kevin",Graduate Degree,Professional,registered
11251,"Wilson, Michael",Graduate Degree,Professional,registered
11254,"Reed, Stephanie",Graduate Degree,Professional,registered
11255,"Scott, Fernando",Graduate Degree,Professional,registered
11256,"Rogers, Nicole",Graduate Degree,Professional,registered
11257,"Lu, Edwin",Graduate Degree,Professional,registered
11258,"Romero, Carrie",Graduate Degree,Professional,registered
11259,"Reed, Jessica",Graduate Degree,Professional,registered
11260,"Mitchell, Dalton",Bachelors,Professional,registered
11261,"Allen, Courtney",Bachelors,Skilled Manual,registered
11262,"Allen, Isaac",Bachelors,Skilled Manual,registered
11263,"Collins, Marcus",Bachelors,Skilled Manual,registered
11264,"Blue, Patrick",Bachelors,Skilled Manual,registered
11267,"Sanders, Rachel",Graduate Degree,Professional,registered
11270,"Yang, Caleb",Graduate Degree,Professional,registered
11271,"Gonzales, Antonio",Graduate Degree,Professional,registered
11272,"Mitchell, Connor",Graduate Degree,Professional,registered
11273,"Kelly, Isabella",Graduate Degree,Professional,registered
11274,"Rodriguez, Patricia",Bachelors,Professional,registered
11275,"Chen, Adam",Bachelors,Professional,registered
11276,"Bailey, Ian",Bachelors,Professional,registered
11277,"Gray, Gabriella",Bachelors,Professional,registered
11278,"Torres, Arianna",Bachelors,Professional,registered
11280,"Kelly, Riley",Bachelors,Skilled Manual,registered
11281,"Scott, Luis",Bachelors,Skilled Manual,registered
11282,"Diaz, Alexia",Graduate Degree,Professional,registered
11283,"Hughes, Jonathan",Bachelors,Professional,registered
11284,"Davis, Eduardo",Bachelors,Skilled Manual,registered
11285,"Sanz, Kristy",Bachelors,Skilled Manual,registered
11287,"Hughes, Gabriel",Bachelors,Skilled Manual,registered
11288,"Griffin, Megan",Bachelors,Skilled Manual,registered
11289,"Patterson, Isabel",Bachelors,Skilled Manual,registered
11290,"Long, Thomas",Bachelors,Skilled Manual,registered
11291,"Jenkins, Jocelyn",Bachelors,Professional,registered
11292,"Morris, Carlos",Bachelors,Professional,registered
11293,"Gomez, Stacy",Bachelors,Professional,registered
11294,"Johnson, Jasmine",Bachelors,Professional,registered
11295,"Brown, Rachel",Bachelors,Professional,registered
11296,"Morgan, Jade",Bachelors,Professional,registered
11297,"Johnson, Benjamin",Bachelors,Professional,registered
11298,"Garcia, Jasmine",Bachelors,Professional,registered
11299,"Williams, Marcus",Bachelors,Professional,registered
11301,"Price, Kaitlyn",Graduate Degree,Professional,registered
11302,"Rodriguez, Abigail",Graduate Degree,Professional,registered
11308,"Ross, Sarah",Bachelors,Skilled Manual,registered
11311,"Sanders, Christina",Partial High School,Manual,registered
11318,"Nath, Karla",Partial High School,Manual,registered
11319,"Xu, Ramon",High School,Manual,registered
11327,"Howard, Riley",Partial College,Clerical,registered
11328,"Cai, Jake",Partial College,Clerical,registered
11329,"Anderson, Grace",Graduate Degree,Skilled Manual,registered
11330,"Peterson, Grace",Graduate Degree,Skilled Manual,registered
11331,"Walker, Jose",Graduate Degree,Skilled Manual,registered
11332,"Yuan, Michele",Partial College,Clerical,registered
11334,"Watson, Gabriella",Graduate Degree,Skilled Manual,registered
11335,"Serrano, Juan",Graduate Degree,Skilled Manual,registered
11336,"Taylor, Anthony",Graduate Degree,Skilled Manual,registered
11337,"Moreno, Frank",Graduate Degree,Skilled Manual,registered
11338,"Jenkins, Haley",High School,Manual,registered
11339,"Russell, Thomas",High School,Manual,registered
11340,"Nelson, Richard",High School,Manual,registered
11341,"Young, Isaac",High School,Manual,registered
11342,"Washington, Tristan",High School,Manual,registered
11343,"Lal, Jon",Partial High School,Clerical,registered
11344,"Powell, Brittany",High School,Clerical,registered
11345,"Yang, Krystal",High School,Clerical,registered
11346,"James, Amanda",High School,Skilled Manual,registered
11347,"Howard, Catherine",Partial College,Clerical,registered
11348,"Long, Abigail",High School,Skilled Manual,registered
11349,"Torres, Zoe",High School,Skilled Manual,registered
11351,"Powell, Riley",High School,Skilled Manual,registered
11352,"Davis, Sarah",High School,Skilled Manual,registered
11353,"Moore, Elizabeth",High School,Skilled Manual,registered
11356,"Jones, Logan",High School,Skilled Manual,registered
11357,"Ward, Charles",High School,Skilled Manual,registered
11358,"Lal, Justin",High School,Skilled Manual,registered
11359,"Butler, Sydney",Partial College,Clerical,registered
11361,"Collins, Caleb",Partial College,Clerical,registered
11362,"White, Nathan",Partial College,Clerical,registered
11363,"Russell, Austin",Graduate Degree,Skilled Manual,registered
11365,"Jenkins, Katherine",Graduate Degree,Skilled Manual,registered
11366,"Richardson, Sebastian",Graduate Degree,Skilled Manual,registered
11368,"Griffin, Jasmine",Graduate Degree,Skilled Manual,registered
11369,"Ross, Edward",Partial College,Clerical,registered
11370,"Deng, Louis",Graduate Degree,Skilled Manual,registered
11371,"Patterson, Carol",Graduate Degree,Skilled Manual,registered
11373,"Perry, Melanie",Graduate Degree,Skilled Manual,registered
11375,"Patterson, Luke",Graduate Degree,Skilled Manual,registered
11376,"Williams, Jasmine",Graduate Degree,Skilled Manual,registered
11377,"Martin, Marcus",Graduate Degree,Skilled Manual,registered
11381,"Nath, Brendan",Graduate Degree,Manual,registered
11382,"Patterson, Hunter",Graduate Degree,Manual,registered
11385,"Sanchez, Paige",Bachelors,Manual,registered
11387,"Gill, Jerome",Graduate Degree,Clerical,registered
11388,"Romero, Audrey",Graduate Degree,Clerical,registered
11390,"Luo, Edwin",Bachelors,Clerical,registered
11391,"Zheng, Kelvin",Bachelors,Clerical,registered
11392,"Watson, Angela",Partial College,Manual,registered
11394,"Perez, Chelsea",Partial College,Manual,registered
11399,"Moreno, Sheila",Partial College,Manual,registered
11415,"Wu, Eugene",Partial College,Manual,registered
11416,"Phillips, Natalie",Bachelors,Clerical,registered
11433,"Xie, Bridget",High School,Manual,registered
11437,"Raji, Roger",Bachelors,Clerical,registered
11442,"Torres, Andrea",Bachelors,Clerical,registered
11445,"Xie, Colin",Graduate Degree,Clerical,registered
11448,"Shan, Tara",Graduate Degree,Clerical,registered
11451,"Alvarez, Audrey",Graduate Degree,Skilled Manual,registered
11454,"Long, Dakota",Bachelors,Clerical,registered
11456,"Kapoor, Roy",Partial College,Manual,registered
11460,"Xu, Johnny",Partial College,Manual,registered
11463,"Chandra, Lydia",Partial College,Manual,registered
11470,"Moreno, Sabrina",Partial College,Manual,registered
11474,"Patel, Clifford",Bachelors,Clerical,registered
11475,"Zhu, Leah",Partial High School,Manual,registered
11477,"Martinez, Shane",High School,Manual,registered
11478,"Diaz, Kevin",High School,Manual,registered
11479,"Browning, Carolyn",Bachelors,Clerical,registered
11480,"Malhotra, Tammy",Bachelors,Skilled Manual,registered
11482,"Ortega, Erik",Bachelors,Skilled Manual,registered
11483,"Jenkins, Cassidy",Partial High School,Manual,registered
11487,"Ruiz, Jimmy",High School,Manual,registered
11489,"Patel, Frederick",Bachelors,Skilled Manual,registered
11492,"Nara, Jerry",High School,Manual,registered
11493,"She, Jorge",High School,Manual,registered
11494,"Sanz, Dwayne",High School,Manual,registered
11495,"Andersen, Jon",High School,Manual,registered
11498,"Gomez, Casey",Partial High School,Manual,registered
11507,"Prasad, Brenda",Partial College,Clerical,registered
11508,"Wang, Louis",Partial College,Clerical,registered
11509,"Huang, Jon",Bachelors,Skilled Manual,registered
11510,"Nara, Lacey",Bachelors,Skilled Manual,registered
11515,"Johnsen, Marvin",High School,Manual,registered
11517,"Ortega, Adrienne",Partial College,Clerical,registered
11518,"Adams, Luis",Partial College,Clerical,registered
11520,"Hughes, Logan",Bachelors,Skilled Manual,registered
11522,"Rivera, Christina",Partial College,Clerical,registered
11523,"Hayes, Benjamin",Partial College,Clerical,registered
11524,"Xu, Jon",Bachelors,Skilled Manual,registered
11526,"Gutierrez, Julio",Partial College,Clerical,registered
11534,"Liu, Jake",Partial High School,Manual,registered
11538,"Jenkins, Xavier",Partial High School,Manual,registered
11542,"Martinez, Stefanie",Partial College,Clerical,registered
11544,"Campbell, Jeremy",Graduate Degree,Skilled Manual,registered
11547,"Jones, Nicholas",High School,Skilled Manual,registered
11548,"Flores, Elijah",Graduate Degree,Skilled Manual,registered
11549,"Brooks, Angela",Graduate Degree,Skilled Manual,registered
11550,"Russell, Isabel",Graduate Degree,Skilled Manual,registered
11552,"Rubio, Andy",Graduate Degree,Clerical,registered
11564,"Weber, Darren",Partial College,Manual,registered
11566,"Subram, Brenda",Bachelors,Clerical,registered
11569,"Wu, Autumn",Graduate Degree,Clerical,registered
11586,"He, Kelvin",Graduate Degree,Clerical,registered
11588,"Alonso, Gina",Partial College,Manual,registered
11591,"Hughes, Oscar",Partial College,Manual,registered
11592,"Becker, Jon",Graduate Degree,Clerical,registered
11598,"Chandra, Rachael",Bachelors,Clerical,registered
11599,"Sanchez, Donald",Bachelors,Clerical,registered
11607,"Hernandez, Alfredo",Partial College,Manual,registered
11608,"Gonzalez, Whitney",Partial College,Manual,registered
11610,"Cai, Clarence",Bachelors,Clerical,registered
11611,"Chen, Brent",Bachelors,Clerical,registered
11616,"Xu, Misty",Bachelors,Clerical,registered
11618,"Nath, Andres",Graduate Degree,Clerical,registered
11620,"Hernandez, Robin",Graduate Degree,Skilled Manual,registered
11621,"Suri, Stefanie",Graduate Degree,Skilled Manual,registered
11622,"Davis, Xavier",Graduate Degree,Skilled Manual,registered
11624,"Suarez, Jamie",Partial College,Manual,registered
11628,"Sharma, Shawna",Partial College,Manual,registered
11629,"Lu, Marshall",Partial College,Manual,registered
11634,"Zhao, Claudia",Graduate Degree,Clerical,registered
11639,"Gutierrez, Kristi",Partial High School,Manual,registered
11645,"Ortega, Marc",Bachelors,Clerical,registered
11651,"Suri, Kristina",Bachelors,Clerical,registered
11653,"Shan, Gilbert",High School,Manual,registered
11656,"Young, Lucas",High School,Manual,registered
11660,"Luo, Shawna",High School,Manual,registered
11661,"Lopez, Monica",High School,Manual,registered
11666,"Diaz, Orlando",Bachelors,Professional,registered
11667,"Srini, Mayra",Bachelors,Professional,registered
11675,"Prasad, Troy",Partial College,Clerical,registered
11678,"Carlson, Reginald",Partial College,Clerical,registered
11679,"Lee, Sydney",Bachelors,Skilled Manual,registered
11680,"Dominguez, Derrick",Bachelors,Skilled Manual,registered
11681,"Suarez, Lee",Bachelors,Skilled Manual,registered
11685,"Cooper, Lauren",Bachelors,Skilled Manual,registered
11686,"Ma, Barbara",Partial College,Clerical,registered
11689,"Perez, Seth",Partial College,Clerical,registered
11695,"Kapoor, Molly",Partial College,Clerical,registered
11700,"Chande, Clarence",Partial High School,Manual,registered
11701,"Serrano, Gina",Partial High School,Manual,registered
11702,"Navarro, Anne",High School,Manual,registered
11706,"Kapoor, Adriana",Partial High School,Manual,registered
11707,"Ruth, Andy",Partial College,Clerical,registered
11708,"Russell, Haley",Partial College,Clerical,registered
11711,"Zhao, Trisha",Partial High School,Manual,registered
11712,"Hernandez, Isaiah",Partial College,Clerical,registered
11717,"Nelson, Caleb",Bachelors,Management,registered
11718,"Watson, Nicole",Partial College,Professional,registered
11719,"Simmons, Zachary",Bachelors,Management,registered
11720,"Brooks, Jesse",Bachelors,Management,registered
11721,"Alexander, Jonathan",Graduate Degree,Management,registered
11722,"Lin, Colleen",High School,Skilled Manual,registered
11723,"Fernandez, Tina",Bachelors,Professional,registered
11724,"Anderson, Alexander",Graduate Degree,Management,registered
11725,"Evans, Noah",Bachelors,Management,registered
11726,"Gonzales, Richard",Graduate Degree,Management,registered
11727,"Morris, Anna",Graduate Degree,Management,registered
11728,"She, Jodi",Graduate Degree,Management,registered
11730,"Nelson, Seth",Bachelors,Management,registered
11732,"Henderson, Brandon",Bachelors,Management,registered
11734,"Powell, Alexandria",Bachelors,Management,registered
11735,"Adams, Maria",Partial High School,Clerical,registered
11736,"Jones, Katherine",High School,Professional,registered
11737,"Morgan, Katherine",High School,Professional,registered
11738,"Sai, Heidi",Bachelors,Management,registered
11739,"Diaz, Haley",Bachelors,Management,registered
11741,"Rogers, Kimberly",High School,Professional,registered
11742,"He, Darryl",High School,Professional,registered
11743,"Nelson, Nathan",High School,Professional,registered
11744,"Murphy, Kaylee",High School,Professional,registered
11745,"Wright, Edward",High School,Professional,registered
11746,"Patterson, Alexandria",High School,Professional,registered
11747,"Zhang, Erica",Bachelors,Management,registered
11748,"Martinez, Brianna",Bachelors,Management,registered
11750,"Patterson, Miranda",Bachelors,Management,registered
11751,"Gonzalez, Jesse",Bachelors,Management,registered
11752,"Rodriguez, Samuel",Bachelors,Management,registered
11753,"Brown, Daniel",Bachelors,Management,registered
11754,"Morgan, Hailey",Partial College,Professional,registered
11755,"Foster, Robert",Partial College,Professional,registered
11757,"Nath, Jon",Partial College,Professional,registered
11758,"Peterson, Savannah",Partial College,Professional,registered
11759,"Jackson, Katherine",Partial College,Professional,registered
11760,"Ramirez, Julia",Partial College,Professional,registered
11761,"Chen, Hunter",Partial College,Professional,registered
11762,"Price, Eduardo",Partial College,Professional,registered
11763,"Diaz, Melissa",Partial College,Professional,registered
11764,"Gonzalez, Rebecca",Partial College,Professional,registered
11765,"Brooks, Chase",Partial College,Professional,registered
11767,"Hayes, Cassidy",Partial College,Professional,registered
11768,"Hernandez, Luis",Partial College,Professional,registered
11769,"Zhang, Aaron",Bachelors,Management,registered
11770,"Martin, Benjamin",Partial College,Professional,registered
11771,"Morgan, Chloe",Partial College,Professional,registered
11774,"Zhang, Autumn",Partial College,Professional,registered
11775,"Alexander, Caleb",Partial College,Professional,registered
11776,"Martinez, Madison",Partial College,Professional,registered
11777,"Perry, Julia",Partial College,Professional,registered
11778,"Garcia, Tyler",High School,Professional,registered
11779,"Dominguez, Monique",Partial College,Professional,registered
11780,"Ruiz, Lance",Partial College,Professional,registered
11781,"Rogers, Jennifer",Partial College,Professional,registered
11782,"Powell, Hunter",Partial College,Professional,registered
11783,"Wood, Dakota",Partial College,Professional,registered
11784,"Green, Isaac",Partial High School,Skilled Manual,registered
11785,"Jackson, Nicholas",Partial High School,Skilled Manual,registered
11787,"Goldstein, Wyatt",Partial High School,Skilled Manual,registered
11788,"Sanchez, Andrea",Partial High School,Skilled Manual,registered
11789,"Jenkins, Jordan",Partial High School,Skilled Manual,registered
11790,"Taylor, Richard",Partial High School,Skilled Manual,registered
11791,"Phillips, Luke",Partial High School,Skilled Manual,registered
11792,"Jenkins, Taylor",High School,Professional,registered
11793,"Carter, Thomas",Partial College,Professional,registered
11794,"Jenkins, Antonio",Partial College,Professional,registered
11798,"She, Leonard",Partial College,Professional,registered
11802,"Raje, Alicia",Partial College,Professional,registered
11803,"Van, Ann",Partial High School,Professional,registered
11804,"Shan, Marshall",Partial College,Professional,registered
11805,"Butler, Kelly",Partial College,Professional,registered
11806,"Goel, Cristina",Bachelors,Management,registered
11807,"Sun, Crystal",Partial College,Professional,registered
11810,"Sara, Martin",Partial College,Professional,registered
11811,"Sanchez, Nathaniel",Partial College,Professional,registered
11816,"Wang, Margaret",Bachelors,Management,registered
11817,"Cai, Erica",Bachelors,Management,registered
11818,"Nath, Calvin",Bachelors,Management,registered
11822,"Munoz, Wendy",Partial College,Professional,registered
11831,"Travers, Lee",Partial College,Management,registered
11835,"Zhou, Darryl",Partial High School,Professional,registered
11836,"Zhang, Alan",Partial High School,Professional,registered
11837,"Sai, Michele",Partial High School,Professional,registered
11862,"Hughes, Devin",Partial College,Professional,registered
11863,"Navarro, Derrick",Bachelors,Management,registered
11864,"Thomas, Hunter",Partial College,Professional,registered
11865,"Hall, Mason",Partial College,Professional,registered
11866,"Hall, Stephanie",Graduate Degree,Management,registered
11867,"Thompson, William",Partial College,Clerical,registered
11868,"Ruiz, Max",Partial High School,Manual,registered
11872,"Coleman, David",Partial College,Skilled Manual,registered
11873,"Bailey, Sara",Partial College,Skilled Manual,registered
11874,"Williams, Robert",Partial College,Skilled Manual,registered
11875,"Anand, Drew",High School,Skilled Manual,registered
11876,"Russell, Robert",High School,Skilled Manual,registered
11877,"Campbell, Jenna",High School,Skilled Manual,registered
11879,"Ross, Angelica",Partial College,Skilled Manual,registered
11880,"Russell, Jocelyn",Partial College,Skilled Manual,registered
11881,"Harris, Ashley",High School,Skilled Manual,registered
11884,"Morgan, Xavier",Partial College,Skilled Manual,registered
11885,"Richardson, Danielle",Partial College,Skilled Manual,registered
11886,"Henderson, Caleb",Graduate Degree,Professional,registered
11887,"King, Andrea",Graduate Degree,Professional,registered
11888,"Richardson, Mason",Partial College,Skilled Manual,registered
11889,"Long, Abigail",Partial College,Skilled Manual,registered
11891,"Hall, Alexis",Bachelors,Professional,registered
11892,"Gonzalez, Andrea",Bachelors,Professional,registered
11893,"Mitchell, Timothy",Graduate Degree,Professional,registered
11895,"Ramirez, Danielle",Graduate Degree,Professional,registered
11897,"Miller, Logan",Bachelors,Professional,registered
11898,"Ramirez, Arianna",Bachelors,Professional,registered
11899,"Washington, Melanie",Bachelors,Professional,registered
11900,"Carter, Charles",Bachelors,Professional,registered
11901,"Li, Hunter",Bachelors,Professional,registered
11903,"Madan, Pedro",Graduate Degree,Professional,registered
11968,"Smith, Rachel",High School,Skilled Manual,registered
11969,"Perez, Logan",High School,Skilled Manual,registered
11971,"Phillips, Mary",High School,Skilled Manual,registered
11973,"James, Bailey",High School,Skilled Manual,registered
11978,"Patterson, Ian",High School,Skilled Manual,registered
11980,"Hernandez, Theodore",Partial High School,Clerical,registered
11981,"Washington, Oscar",High School,Skilled Manual,registered
11982,"Flores, Amanda",High School,Skilled Manual,registered
11983,"Miller, Madison",High School,Skilled Manual,registered
11985,"Robinson, Cameron",High School,Skilled Manual,registered
11986,"Phillips, Hailey",High School,Skilled Manual,registered
11990,"Butler, Megan",Partial College,Skilled Manual,registered
11991,"Stewart, Alyssa",Partial College,Skilled Manual,registered
11992,"Jenkins, Morgan",Partial College,Skilled Manual,registered
11993,"Yang, Austin",Partial College,Skilled Manual,registered
11994,"Sanchez, Xavier",Partial College,Skilled Manual,registered
11995,"Allen, Chloe",Bachelors,Management,registered
11998,"Williams, Lucas",Bachelors,Management,registered
12000,"Hill, Jackson",Bachelors,Management,registered
12001,"Henderson, Victoria",Graduate Degree,Management,registered
12002,"Munoz, Julio",Bachelors,Management,registered
12003,"Hernandez, Arthur",Partial College,Skilled Manual,registered
12005,"Fernandez, Raymond",Graduate Degree,Management,registered
12006,"Sharma, Luke",High School,Skilled Manual,registered
12007,"Lee, Seth",Partial College,Skilled Manual,registered
12008,"Sanchez, Isaac",Partial College,Skilled Manual,registered
12012,"Rivera, Isaiah",Partial College,Skilled Manual,registered
12016,"Rivera, Juan",Graduate Degree,Skilled Manual,registered
12017,"Powell, Victoria",Graduate Degree,Skilled Manual,registered
12018,"Rai, Alison",Graduate Degree,Skilled Manual,registered
12019,"White, Richard",Graduate Degree,Skilled Manual,registered
12020,"Garcia, Emma",Graduate Degree,Skilled Manual,registered
12021,"Jones, Hannah",Partial College,Professional,registered
12022,"Mehta, Stefanie",Partial College,Professional,registered
12024,"Vazquez, Naomi",Partial College,Professional,registered
12025,"Davis, Emma",Partial College,Professional,registered
12026,"Richardson, Richard",Partial College,Professional,registered
12027,"Rogers, Jessica",Partial College,Professional,registered
12028,"Griffin, Fernando",Bachelors,Management,registered
12029,"Taylor, Anna",Bachelors,Management,registered
12030,"Ross, Ian",Partial College,Professional,registered
12031,"Jenkins, Aidan",High School,Professional,registered
12032,"Morgan, Brooke",High School,Professional,registered
12033,"Parker, Jesse",Bachelors,Management,registered
12034,"Turner, Alex",Bachelors,Management,registered
12035,"Cooper, Melanie",Bachelors,Management,registered
12036,"Howard, Maria",Bachelors,Management,registered
12037,"Green, Caleb",Bachelors,Management,registered
12038,"Wood, Lucas",Partial High School,Skilled Manual,registered
12039,"Reed, Sydney",High School,Professional,registered
12040,"Scott, Wyatt",High School,Professional,registered
12047,"Malhotra, Pamela",Partial College,Professional,registered
12048,"Xu, Valerie",Graduate Degree,Management,registered
12050,"Moreno, Gina",Graduate Degree,Management,registered
12051,"Hall, Jack",Graduate Degree,Management,registered
12052,"Green, Jesse",Graduate Degree,Management,registered
12053,"Stewart, Steven",Graduate Degree,Management,registered
12054,"Bailey, Anna",High School,Professional,registered
12055,"Moore, David",High School,Professional,registered
12056,"Diaz, Seth",Partial College,Professional,registered
12057,"Perry, Alyssa",High School,Professional,registered
12059,"Rivera, Michelle",Graduate Degree,Management,registered
12060,"Price, Spencer",Graduate Degree,Management,registered
12061,"Long, Isabella",Partial College,Professional,registered
12062,"Sanders, Jeremiah",Partial College,Professional,registered
12063,"Reed, Natalie",Graduate Degree,Management,registered
12064,"Thompson, Jennifer",Graduate Degree,Management,registered
12065,"Rodriguez, Alexander",Graduate Degree,Management,registered
12066,"Nath, Derek",Graduate Degree,Management,registered
12067,"Lal, Austin",Graduate Degree,Management,registered
12068,"Pal, Kelli",Graduate Degree,Management,registered
12069,"Shan, Ryan",Graduate Degree,Management,registered
12070,"Gray, Anna",Graduate Degree,Management,registered
12072,"Gonzales, Haley",Graduate Degree,Management,registered
12073,"Srini, Toni",Bachelors,Management,registered
12074,"Griffin, Christian",Bachelors,Management,registered
12076,"Sandberg, Rebekah",Graduate Degree,Management,registered
12077,"Brooks, Adrian",Graduate Degree,Management,registered
12081,"Barnes, Jocelyn",Partial College,Skilled Manual,registered
12082,"Powell, Brandon",Partial College,Skilled Manual,registered
12083,"Williams, Jonathan",Partial College,Skilled Manual,registered
12089,"Hu, Wesley",Partial High School,Clerical,registered
12090,"Walker, Lucas",Partial College,Skilled Manual,registered
12091,"Lee, Christopher",Partial College,Skilled Manual,registered
12092,"Peterson, Richard",Partial College,Skilled Manual,registered
12093,"Brooks, Gabrielle",Partial College,Skilled Manual,registered
12094,"Parker, Nathan",Partial College,Skilled Manual,registered
12109,"Wright, Savannah",Partial College,Skilled Manual,registered
12110,"Hughes, Lauren",High School,Skilled Manual,registered
12111,"Gonzalez, Mackenzie",Partial College,Skilled Manual,registered
12112,"Wright, Sara",Partial College,Skilled Manual,registered
12131,"Russell, Lauren",Bachelors,Management,registered
12136,"Clark, Dylan",Partial College,Professional,registered
12137,"Peterson, Stephanie",Bachelors,Management,registered
12139,"Peterson, Angela",Partial College,Professional,registered
12140,"Yang, Christian",High School,Professional,registered
12141,"Lee, Tyler",High School,Professional,registered
12142,"Long, Katherine",Partial College,Professional,registered
12143,"Wu, Cara",Partial College,Professional,registered
12144,"Phillips, Jada",Bachelors,Skilled Manual,registered
12145,"Alexander, Zachary",Bachelors,Skilled Manual,registered
12146,"Xie, Nichole",Graduate Degree,Professional,registered
12147,"Clark, Sarah",Graduate Degree,Professional,registered
12148,"Smith, Wyatt",Bachelors,Skilled Manual,registered
12149,"Ross, Nathan",Bachelors,Skilled Manual,registered
12150,"Rubio, Brandi",Bachelors,Skilled Manual,registered
12151,"Allen, Gabriella",Bachelors,Skilled Manual,registered
12152,"Brown, Michael",Bachelors,Skilled Manual,registered
12157,"Barnes, Samantha",Graduate Degree,Professional,registered
12158,"Gao, Valerie",Graduate Degree,Professional,registered
12159,"Patterson, Ana",Graduate Degree,Professional,registered
12160,"Phillips, Dalton",Graduate Degree,Professional,registered
12161,"Huang, Aimee",Graduate Degree,Professional,registered
12162,"Scott, Samuel",Graduate Degree,Professional,registered
12163,"Flores, Sarah",Graduate Degree,Professional,registered
12164,"Ross, Madison",Graduate Degree,Professional,registered
12166,"Mitchell, Natalie",Graduate Degree,Professional,registered
12167,"Ward, Cody",High School,Skilled Manual,registered
12168,"Jenkins, Hailey",Bachelors,Skilled Manual,registered
12169,"Hayes, Mya",Bachelors,Skilled Manual,registered
12170,"Andersen, Corey",Bachelors,Skilled Manual,registered
12171,"Jai, Aaron",Bachelors,Skilled Manual,registered
12172,"Griffin, Ethan",Bachelors,Professional,registered
12174,"Rodriguez, Nathan",Graduate Degree,Professional,registered
12175,"Gonzales, Gloria",Graduate Degree,Professional,registered
12176,"Flores, Melanie",Graduate Degree,Professional,registered
12177,"Ward, Jesse",Bachelors,Skilled Manual,registered
12178,"Richardson, Savannah",Bachelors,Skilled Manual,registered
12179,"Morris, Dalton",Bachelors,Skilled Manual,registered
12180,"Phillips, Jordan",Bachelors,Skilled Manual,registered
12181,"Cook, Olivia",Graduate Degree,Professional,registered
12182,"Evans, Evan",Graduate Degree,Professional,registered
12183,"Rivera, Savannah",Graduate Degree,Professional,registered
12184,"Davis, Megan",Graduate Degree,Professional,registered
12185,"Carter, Hailey",Graduate Degree,Professional,registered
12186,"Edwards, Fernando",Graduate Degree,Professional,registered
12187,"Young, Jordan",Graduate Degree,Professional,registered
12188,"Munoz, Andy",Graduate Degree,Professional,registered
12189,"Jai, Austin",Graduate Degree,Professional,registered
12190,"Moore, Megan",Graduate Degree,Professional,registered
12191,"Ramirez, Nathaniel",Partial High School,Clerical,registered
12192,"Raji, Gilbert",Bachelors,Professional,registered
12193,"Garcia, Emily",Bachelors,Professional,registered
12194,"Flores, Alexis",Bachelors,Skilled Manual,registered
12195,"Cook, Shelby",Bachelors,Skilled Manual,registered
12196,"Mohamed, Xavier",Bachelors,Skilled Manual,registered
12198,"Cook, Cole",Bachelors,Skilled Manual,registered
12199,"Sanders, Jacqueline",Bachelors,Skilled Manual,registered
12200,"Hayes, Brandon",Bachelors,Skilled Manual,registered
12201,"Rodriguez, Grace",Bachelors,Skilled Manual,registered
12202,"Butler, Alyssa",Bachelors,Skilled Manual,registered
12203,"Chandra, Terrance",Bachelors,Skilled Manual,registered
12204,"Jenkins, Dalton",Bachelors,Skilled Manual,registered
12205,"Mitchell, Katherine",Bachelors,Professional,registered
12206,"Sanders, Katherine",Bachelors,Professional,registered
12207,"Lal, Jackson",Bachelors,Professional,registered
12208,"Baker, Dalton",Bachelors,Skilled Manual,registered
12211,"Gray, Timothy",Bachelors,Professional,registered
12212,"Kovár, Rebekah",Bachelors,Professional,registered
12213,"Jones, James",Bachelors,Professional,registered
12214,"Green, Noah",Bachelors,Professional,registered
12215,"James, Kaylee",Bachelors,Professional,registered
12216,"Richardson, Juan",Bachelors,Professional,registered
12217,"Hall, Kevin",Graduate Degree,Professional,registered
12218,"Morgan, Michelle",Graduate Degree,Professional,registered
12219,"Gao, Alisha",High School,Manual,registered
12222,"Rai, Leonard",Partial High School,Manual,registered
12227,"Xie, Leonard",High School,Manual,registered
